client_id	path	sentence	age	gender	accents	duration
17615s	common_voice_en_19671121.mp3	Marie and Saint Ignace, while Westside offices are in Manistique, Munising, and Rapid River.	senior	female_feminine		8.976
17615s	common_voice_en_19671122.mp3	The singles were made available through iTunes.	senior	female_feminine		5.376
17615s	common_voice_en_19671123.mp3	It became extremely popular, so the Academy decided to continue it.	senior	female_feminine		7.584
17615s	common_voice_en_19671124.mp3	Vologda's trademark products include Vologda lace, butter, and flax.	senior	female_feminine		7.032
17615s	common_voice_en_19671230.mp3	There is some ambiguity pertaining to the language used in Beth Qatraye.	senior	female_feminine		7.08
17615s	common_voice_en_19671231.mp3	Four of these treatment plants are among the ten largest plants in the nation.	senior	female_feminine		6.768
17615s	common_voice_en_19671232.mp3	It is now widely referred to as a suburb.	senior	female_feminine		4.968
17615s	common_voice_en_19671233.mp3	Some species are known to exhibit parental care of eggs and nymphs.	senior	female_feminine		6.432
17615s	common_voice_en_19671234.mp3	Bandits would rely on the expressman to open the safe and provide the goods.	senior	female_feminine		6.432
17615s	common_voice_en_19671295.mp3	Members are elected from single-member districts.	senior	female_feminine		4.488
17615s	common_voice_en_19671296.mp3	Christians have attached theological significance to the Holy Name of Jesus.	senior	female_feminine		6.672
17615s	common_voice_en_19671298.mp3	However, that changed shortly after a meeting with Stalin.	senior	female_feminine		5.928
17615s	common_voice_en_19671300.mp3	The apple takes its name from the village of Sturmer, Essex.	senior	female_feminine		6.72
17615s	common_voice_en_19671301.mp3	State Representatives Jerome Zeringue and Beryl Amedee represent Terrebonne Parish in the Louisiana House.	senior	female_feminine		8.544
17615s	common_voice_en_19813734.mp3	The various components of the ceiling are linked to this Christian doctrine.	senior	female_feminine		6.48
17615s	common_voice_en_19813735.mp3	This traffic continued for six or seven years.	senior	female_feminine		4.896
17615s	common_voice_en_19813736.mp3	Both of Brees's parents had athletic backgrounds.	senior	female_feminine		4.944
17615s	common_voice_en_19813737.mp3	She also had four sisters, who were all fine tennis players.	senior	female_feminine		6.24
17615s	common_voice_en_19813738.mp3	It also interviewed witnesses.	senior	female_feminine		4.464
17615s	common_voice_en_19813739.mp3	Lifvendahl is an adoptee from Korea.	senior	female_feminine		5.088
17615s	common_voice_en_19813740.mp3	It was later revealed that Taka was, in fact, Maeda's old friend, Soishiro Satake.	senior	female_feminine		9.264
17615s	common_voice_en_19813741.mp3	The pro-choice movement includes a variety of organizations, with no single centralized decision-making body.	senior	female_feminine		10.368
17615s	common_voice_en_19813742.mp3	Summer plant in Jenkinsville, South Carolina.	senior	female_feminine		6.072
17615s	common_voice_en_19813743.mp3	Unlike his father, Antioch did not oppose the interests of Poland.	senior	female_feminine		7.368
17615s	common_voice_en_19813744.mp3	Following two years of activism, a retrial convicted Bocanegra who remained on the run.	senior	female_feminine		8.904
17615s	common_voice_en_19813745.mp3	As a result, the two sculptures were then relocated to Stadium Walk.	senior	female_feminine		7.104
17615s	common_voice_en_19813746.mp3	He was the son of Selig and Susy Kahane, both immigrants from Romania.	senior	female_feminine		7.56
17615s	common_voice_en_19813753.mp3	The Japanese government presented war as purifying, with death defined as a duty.	senior	female_feminine		9.912
17615s	common_voice_en_19813754.mp3	The history of Madiwala dates back to many thousands of years ago.	senior	female_feminine		7.392
17615s	common_voice_en_19813755.mp3	These include astronomical surveys, comet and asteroid searches, and nova patrols.	senior	female_feminine		9.696
17615s	common_voice_en_19813756.mp3	He said that he had boiled her head and made soup from her brain.	senior	female_feminine		7.968
17615s	common_voice_en_19813757.mp3	Hilbert's syzygy theorem is now considered to be an early result of homological algebra.	senior	female_feminine		8.232
17615s	common_voice_en_19813758.mp3	It flows generally north-northwest through the Clatsop State Forest, past Clatskanie.	senior	female_feminine		8.352
17615s	common_voice_en_19813759.mp3	The Radical Party has now fused with the right-wing Liberals.	senior	female_feminine		5.112
17615s	common_voice_en_19813760.mp3	Eroded cliffs drop down to the sea below.	senior	female_feminine		4.944
17615s	common_voice_en_19813761.mp3	The county seat is Hope.	senior	female_feminine		4.488
17615s	common_voice_en_19813762.mp3	In terms of the private law of obligations, the following points can be noted.	senior	female_feminine		8.064
17615s	common_voice_en_19813763.mp3	Later models added vertical stabilization to make firing on the move practical.	senior	female_feminine		6.432
17615s	common_voice_en_19813764.mp3	There are GolfCross courses in Germany, Argentina, England, Ireland, Scotland and New Zealand.	senior	female_feminine		8.856
17615s	common_voice_en_19813765.mp3	Its findings remain secret.	senior	female_feminine		4.92
17615s	common_voice_en_19813766.mp3	Knox Basketball Stadium is located in Boronia and is home to Knox Basketball Incorporated.	senior	female_feminine		8.976
17615s	common_voice_en_19813767.mp3	It had a considerable influence on early Romantics in England, France and Germany.	senior	female_feminine		7.632
17615s	common_voice_en_19813768.mp3	"The last remaining ""C""-class torpedo boats was placed in reserve after this incident."	senior	female_feminine		8.736
17615s	common_voice_en_19813769.mp3	Now unconscious, Sladen is carried in by Hofner to lure the others.	senior	female_feminine		7.296
17615s	common_voice_en_19813770.mp3	This arrangement created several problems.	senior	female_feminine		5.472
17615s	common_voice_en_19813771.mp3	It was likely named after Litchfield, Connecticut.	senior	female_feminine		5.664
17615s	common_voice_en_19813772.mp3	He had one-man shows in the United States, Europe, Asia and the Middle East.	senior	female_feminine		6.744
17615s	common_voice_en_19813773.mp3	The Timoshenko Medal is given annually for distinguished contributions in applied mechanics.	senior	female_feminine		8.952
17615s	common_voice_en_19813774.mp3	The game's sound was widely praised.	senior	female_feminine		6.552
17615s	common_voice_en_19813775.mp3	Roberts refused contact.	senior	female_feminine		4.752
17615s	common_voice_en_19813776.mp3	Rocketdyne became part of Boeing's Defense division.	senior	female_feminine		5.064
17615s	common_voice_en_19813777.mp3	There are many variations and alternative names used by region.	senior	female_feminine		7.224
17615s	common_voice_en_19813778.mp3	Let songs about the quim circulate, she adjures her readers.	senior	female_feminine		6.936
17615s	common_voice_en_19813779.mp3	In his competitive examinations, he won three first prizes in theology.	senior	female_feminine		8.424
17615s	common_voice_en_19813780.mp3	The Schwarzschild radius of an object is proportional to the mass.	senior	female_feminine		7.104
17615s	common_voice_en_19813781.mp3	Burke played high school basketball at Mariner High School, in Cape Coral, Florida.	senior	female_feminine		7.8
17615s	common_voice_en_19813782.mp3	Quispamsis means little lake in the woods.	senior	female_feminine		4.848
17615s	common_voice_en_19813783.mp3	It has caused low blood pressure, respiratory difficulties, and convulsions in some users.	senior	female_feminine		8.928
17615s	common_voice_en_19813784.mp3	It expresses the response of entropy to an increase in energy.	senior	female_feminine		7.44
17615s	common_voice_en_19813785.mp3	Eintracht Braunschweig were the defending champions.	senior	female_feminine		5.664
17615s	common_voice_en_19813786.mp3	They continue to grow slowly during winter.	senior	female_feminine		4.464
17615s	common_voice_en_19813787.mp3	The bridge has five traffic lanes in each direction.	senior	female_feminine		5.76
17615s	common_voice_en_19813788.mp3	The Committee then visited Palestine and spent three weeks there.	senior	female_feminine		6.696
17615s	common_voice_en_19813789.mp3	The two are co-located at Peterson Air Force Base in Colorado Springs, Colorado.	senior	female_feminine		7.92
17615s	common_voice_en_19813790.mp3	His name is compounded of his parents' names, Hermes and Aphrodite.	senior	female_feminine		8.352
17615s	common_voice_en_19813791.mp3	Thus, they don't work as hard, money is wasted and the economy is harmed.	senior	female_feminine		7.488
17615s	common_voice_en_19813792.mp3	From Atlin, there are area roads both to the east and the south.	senior	female_feminine		7.44
17615s	common_voice_en_19813793.mp3	Originally, Eugen Bleuler used this term to describe schizophrenia.	senior	female_feminine		8.952
17615s	common_voice_en_19813794.mp3	"His name means ""fierce fighter"", which may have influenced his role in the dialogue."	senior	female_feminine		8.712
17615s	common_voice_en_19813795.mp3	Mesick is the Mushroom Capital of the United States.	senior	female_feminine		6.96
17615s	common_voice_en_19813796.mp3	The club is headquartered in Temecula, California.	senior	female_feminine		5.64
17615s	common_voice_en_19813797.mp3	In total the album features Stevens playing fourteen instruments.	senior	female_feminine		7.008
17615s	common_voice_en_19813798.mp3	Flow of rivers differs substantially between years and seasons.	senior	female_feminine		6.504
17615s	common_voice_en_19813799.mp3	Post exposure treatment was advised but for an unknown reason did not occur.	senior	female_feminine		8.184
17615s	common_voice_en_19813800.mp3	The brainwashing efforts are long and complex.	senior	female_feminine		5.4
17615s	common_voice_en_19813801.mp3	Emotional expressions can occur with or without self-awareness.	senior	female_feminine		8.136
17615s	common_voice_en_19813802.mp3	The instrument is large and heavy, and when struck, makes a thunderous sound.	senior	female_feminine		7.464
17615s	common_voice_en_19813803.mp3	Each pilot flies a specific plane and has slightly different capabilities.	senior	female_feminine		8.28
17615s	common_voice_en_19813804.mp3	Human infection occurs because of flea-fecal contamination of the bites on human skin.	senior	female_feminine		10.008
17615s	common_voice_en_19813805.mp3	Also the Epistle of Barnabas and that called the Revelation of Peter.	senior	female_feminine		7.392
17615s	common_voice_en_19813806.mp3	The song ends with a soft vocal version of the intro motif.	senior	female_feminine		7.944
17615s	common_voice_en_19813807.mp3	"In the Middle Ages, there was a fortress called ""Emona"" on Cape Emine."	senior	female_feminine		7.92
17615s	common_voice_en_19813808.mp3	Mughrabi allegedly led the group, though reports differ.	senior	female_feminine		6.6
17615s	common_voice_en_19813809.mp3	"The school has been referred to as ""the Harvard of make-up schools""."	senior	female_feminine		7.296
17615s	common_voice_en_19813810.mp3	"A ""wall stone"" is another suggested translation from the Dutch term."	senior	female_feminine		7.392
17615s	common_voice_en_19813811.mp3	See for example Cartan's theorems A and B, relating to sheaf cohomology.	senior	female_feminine		9.312
17615s	common_voice_en_19813812.mp3	Additionally, the particles are assumed to be in thermal equilibrium.	senior	female_feminine		7.44
17615s	common_voice_en_19813813.mp3	The seat has one of Britain's largest residential military populations.	senior	female_feminine		6.984
17615s	common_voice_en_19813814.mp3	The Festival charges a small fee for submissions.	senior	female_feminine		5.232
17615s	common_voice_en_19813815.mp3	However, during the fight, mirror Kira kills mirror Jennifer, leaving Jake beside her body.	senior	female_feminine		9.144
17615s	common_voice_en_19813816.mp3	Their iconic Redheads matches are now imported from Sweden.	senior	female_feminine		7.224
17615s	common_voice_en_19813817.mp3	This includes the Jackson College Potter Center.	senior	female_feminine		4.92
17790s	common_voice_en_21951252.mp3	nine	senior	female_feminine	England English	2.904
17790s	common_voice_en_21951253.mp3	Firefox	senior	female_feminine	England English	5.28
17790s	common_voice_en_21951254.mp3	eight	senior	female_feminine	England English	3.048
17790s	common_voice_en_21951255.mp3	two	senior	female_feminine	England English	2.424
17790s	common_voice_en_21951256.mp3	yes	senior	female_feminine	England English	2.928
17790s	common_voice_en_21953124.mp3	four	senior	female_feminine	England English	4.776
17790s	common_voice_en_21953125.mp3	seven	senior	female_feminine	England English	2.952
17790s	common_voice_en_21953126.mp3	zero	senior	female_feminine	England English	3.456
17790s	common_voice_en_21953127.mp3	three	senior	female_feminine	England English	2.52
17790s	common_voice_en_21953128.mp3	no	senior	female_feminine	England English	2.472
17790s	common_voice_en_21953185.mp3	one	senior	female_feminine	England English	2.832
17790s	common_voice_en_21953186.mp3	Hey	senior	female_feminine	England English	2.472
17790s	common_voice_en_21953187.mp3	five	senior	female_feminine	England English	2.664
17790s	common_voice_en_21953188.mp3	six	senior	female_feminine	England English	2.76
17790s	common_voice_en_21953189.mp3	Sunless Skies is currently in production and has surpassed its funding goals on Kickstarter.	senior	female_feminine	England English	9.84
17790s	common_voice_en_21953275.mp3	"He was a guitarist with a band called ""The Fringe"", which toured Canada."	senior	female_feminine	England English	7.584
17790s	common_voice_en_21953276.mp3	There was a village on the spur of Mount Silpius named Io, or Iopolis.	senior	female_feminine	England English	8.664
17790s	common_voice_en_21953277.mp3	The match ended in a tie which led to a shootout.	senior	female_feminine	England English	6.24
17790s	common_voice_en_21953278.mp3	The Niger delta basin is one of the largest subaerial basins in Africa.	senior	female_feminine	England English	8.136
17790s	common_voice_en_21953279.mp3	Pei Wei undertook an extensive rebranding campaign during the same period.	senior	female_feminine	England English	8.256
17790s	common_voice_en_21953448.mp3	"He later accused Ratzinger of ""religious terrorism""."	senior	female_feminine	England English	6.24
17790s	common_voice_en_21953451.mp3	The show's alumni include Timati, Yulia Savicheva, Natalia Podolskaya, Dmitry Koldun, and Elena Temnikova.	senior	female_feminine	England English	8.616
17790s	common_voice_en_21953452.mp3	It also mentioned renewable sources such as solar and hydroelectric power.	senior	female_feminine	England English	7.368
17790s	common_voice_en_21953453.mp3	The county was named for Jessamine Douglass, the daughter of a pioneer settler.	senior	female_feminine	England English	6.456
17790s	common_voice_en_21953454.mp3	AerFi's fleet and staff were then merged into those of debis AirFinance.	senior	female_feminine	England English	7.584
17790s	common_voice_en_21953514.mp3	Smith attended Dartmouth College in his teens.	senior	female_feminine	England English	4.608
17790s	common_voice_en_21953516.mp3	Angell Hall is now in the spot on campus where the Mansion once stood.	senior	female_feminine	England English	6.024
17790s	common_voice_en_21953517.mp3	"McPhee has written reviews and commentary for ""Cadence""."	senior	female_feminine	England English	5.328
17790s	common_voice_en_21953518.mp3	"Sir Charles was a writer, and contributed to several periodicals including ""The Gentleman's Magazine""."	senior	female_feminine	England English	7.848
17790s	common_voice_en_21953519.mp3	They feed on the underground parts of plants.	senior	female_feminine	England English	4.152
17790s	common_voice_en_21953555.mp3	The single became the band's fifth top ten entry in Germany.	senior	female_feminine	England English	5.664
17790s	common_voice_en_21953558.mp3	The game is turn-based and takes part on a gridded playing screen.	senior	female_feminine	England English	6.264
17790s	common_voice_en_21953560.mp3	The two have not played in the same league since.	senior	female_feminine	England English	4.848
17790s	common_voice_en_21953563.mp3	The same period he started making sculpture, but in a very not-sculptural way.	senior	female_feminine	England English	6.744
17790s	common_voice_en_21953564.mp3	Locus ran a column by him for a while.	senior	female_feminine	England English	5.136
17790s	common_voice_en_21953631.mp3	The two largest campuses are located in Wiesbaden and Oestrich-Winkel.	senior	female_feminine	England English	6.504
17790s	common_voice_en_21953632.mp3	Christoffel also occurs as a patronymic surname.	senior	female_feminine	England English	5.256
17790s	common_voice_en_21953634.mp3	Austria provided two mountain howitzer batteries of six guns each.	senior	female_feminine	England English	6.192
17790s	common_voice_en_21953635.mp3	Born in Philadelphia, Pennsylvania, Gordon moved to the Bronx at an early age.	senior	female_feminine	England English	6.96
17790s	common_voice_en_21953637.mp3	Yoda went into exile on Dagobah after a lightsaber battle with Darth Sidious.	senior	female_feminine	England English	7.584
17790s	common_voice_en_21953719.mp3	Garner never returned to the Warner's fold during this period.	senior	female_feminine	England English	5.592
17790s	common_voice_en_21953720.mp3	"He cowrote two more storylines, ""Mass Effect: Evolution"" and ""Mass Effect: Invasion""."	senior	female_feminine	England English	9.0
17790s	common_voice_en_21953721.mp3	Some of them are in blue below, linked to their Wikipedia article.	senior	female_feminine	England English	6.096
17790s	common_voice_en_21953722.mp3	The show often provided Australian viewers with their first look at outback Australia.	senior	female_feminine	England English	7.176
17790s	common_voice_en_21953723.mp3	This bull and its father subsequently were bred into further breeds to increase weight.	senior	female_feminine	England English	6.912
17790s	common_voice_en_21953799.mp3	He worked persistently and with discipline for the establishment and growth of that group.	senior	female_feminine	England English	7.176
17790s	common_voice_en_21953803.mp3	It was India's first ever individual silver at the Olympics.	senior	female_feminine	England English	6.144
17790s	common_voice_en_21953806.mp3	"This was translated into English, and performed at Eurovision as ""The Image of You""."	senior	female_feminine	England English	7.944
17790s	common_voice_en_21953810.mp3	The highly unusual coat of arms for the town consists of two rampant choughs.	senior	female_feminine	England English	6.144
17790s	common_voice_en_21953814.mp3	"It is the first part of ""The Nova Trilogy""."	senior	female_feminine	England English	5.112
17790s	common_voice_en_21953936.mp3	Although knives are sometimes juggled recreationally, it is generally a performance art.	senior	female_feminine	England English	7.536
17790s	common_voice_en_21953938.mp3	Subsequently khaki-coloured pith helmets became standard issue for active tropical service.	senior	female_feminine	England English	7.776
17790s	common_voice_en_21953939.mp3	It is located in Luzerne Township.	senior	female_feminine	England English	4.104
17790s	common_voice_en_21953940.mp3	It is also sometimes used as a gemstone.	senior	female_feminine	England English	4.536
17790s	common_voice_en_21953941.mp3	However, he died of wounds received during the attack.	senior	female_feminine	England English	5.256
17790s	common_voice_en_21954031.mp3	His opinions tended to be lengthy and to summarize substantial amounts of doctrine.	senior	female_feminine	England English	7.128
17790s	common_voice_en_21954033.mp3	Often, these notes are then condensed further into key facts.	senior	female_feminine	England English	6.552
17790s	common_voice_en_21954035.mp3	He continued his studies in Marseille, France.	senior	female_feminine	England English	5.256
17790s	common_voice_en_21954036.mp3	Its wealth and prestige did not, however, prevent its being a disorderly house.	senior	female_feminine	England English	7.224
17790s	common_voice_en_21954037.mp3	Stephen R. Oxenbridge.	senior	female_feminine	England English	4.104
17790s	common_voice_en_21954174.mp3	The talks went nowhere.	senior	female_feminine	England English	3.6
17790s	common_voice_en_21954175.mp3	The leaves do not have auricles.	senior	female_feminine	England English	4.56
17790s	common_voice_en_21954176.mp3	The other great Rochfort estate at Gaulstown passed to Lord Kilmaine.	senior	female_feminine	England English	7.872
17790s	common_voice_en_21954177.mp3	Its county seat is Zanesville.	senior	female_feminine	England English	4.152
17790s	common_voice_en_21954180.mp3	The trans isomer, which is metastable, is also known.	senior	female_feminine	England English	5.976
17790s	common_voice_en_21954253.mp3	The station is situated in a cutting with the ticket office at street level.	senior	female_feminine	England English	5.712
17790s	common_voice_en_21954257.mp3	Light intensity tends to drop off over distance.	senior	female_feminine	England English	5.832
17790s	common_voice_en_21954258.mp3	Nominating Juries may select up to five nominees in each category.	senior	female_feminine	England English	6.384
17790s	common_voice_en_21954259.mp3	Zinc has been mined at Weir since the town's beginning.	senior	female_feminine	England English	5.088
17790s	common_voice_en_21954350.mp3	"He set the ""Big Star, Small Car"" lap record, beating previous record-holder Arlene Tur."	senior	female_feminine	England English	9.264
17790s	common_voice_en_21954352.mp3	She.went on to teach literature in Los Angeles and London.	senior	female_feminine	England English	4.896
17790s	common_voice_en_21954353.mp3	They then find the vanished Mila and launch a final assault on Duma.	senior	female_feminine	England English	7.752
17790s	common_voice_en_21954354.mp3	A Boys Market was jolted off its fouindation and collapsed.	senior	female_feminine	England English	6.384
17790s	common_voice_en_21954355.mp3	The eggs hatch in about a day.	senior	female_feminine	England English	4.32
17790s	common_voice_en_21954425.mp3	Conceptually, the voters were very enthusiastic about a high speed railway.	senior	female_feminine	England English	7.464
17790s	common_voice_en_21954426.mp3	His stepfather was the writer Jean Giraudoux, who was married to Pineau's mother.	senior	female_feminine	England English	7.728
17790s	common_voice_en_21954428.mp3	Contributors to the magazine have included many prominent prairie and social historians.	senior	female_feminine	England English	7.896
17790s	common_voice_en_21954431.mp3	The results are announced on a constituency basis following the vote count.	senior	female_feminine	England English	6.648
17790s	common_voice_en_21954433.mp3	He got the idea while porting a Windows application to Macintosh.	senior	female_feminine	England English	6.696
17790s	common_voice_en_21954528.mp3	After leaving the governorship, he resumed the practice of law.	senior	female_feminine	England English	6.792
17790s	common_voice_en_21954529.mp3	When Chambers was nine years old, he was diagnosed with dyslexia.	senior	female_feminine	England English	6.744
17790s	common_voice_en_21954530.mp3	There is some tentative evidence that anthralin might be useful for alopecia areata.	senior	female_feminine	England English	7.848
17790s	common_voice_en_21954531.mp3	After landing, the pilots would be debriefed.	senior	female_feminine	England English	5.568
17790s	common_voice_en_21954532.mp3	We then took time off, but it was too much time off.	senior	female_feminine	England English	5.76
17790s	common_voice_en_21954583.mp3	The father punches Desmond.	senior	female_feminine	England English	4.344
17790s	common_voice_en_21954586.mp3	The new variety won a gold medal at Geneva that year.	senior	female_feminine	England English	5.304
17790s	common_voice_en_21954590.mp3	It was founded mainly by The Orb members Alex Paterson and Jimmy Cauty.	senior	female_feminine	England English	7.176
17790s	common_voice_en_21954592.mp3	The shoe itself is the distal stimulus.	senior	female_feminine	England English	4.704
17790s	common_voice_en_21954593.mp3	Either way, he's hip-hop's Comeback Playa of the Year.	senior	female_feminine	England English	5.832
17790s	common_voice_en_21954679.mp3	Properties include temperature, salinity, chemical - isotopic ratios, and other physical quantities.	senior	female_feminine	England English	9.576
17790s	common_voice_en_21954680.mp3	Bullard received an out of court settlement after the unlawful termination of his contract.	senior	female_feminine	England English	7.992
17790s	common_voice_en_21954682.mp3	It also includes parts of Darjeeling Hills.	senior	female_feminine	England English	5.304
17790s	common_voice_en_21954685.mp3	Khan also confessed to killing his own wife in Pakistan.	senior	female_feminine	England English	5.568
17790s	common_voice_en_21954687.mp3	Cross Hands Public Hall is one of only three of its kind in Wales.	senior	female_feminine	England English	6.384
17790s	common_voice_en_21954732.mp3	He followed an arts programme as well as Medicine at Edinburgh University.	senior	female_feminine	England English	7.008
17790s	common_voice_en_21954733.mp3	The success of the scheme angered Labour opponents.	senior	female_feminine	England English	5.064
17790s	common_voice_en_21954735.mp3	The interior floor is relatively flat and featureless, with no significant craters.	senior	female_feminine	England English	7.392
17790s	common_voice_en_21954736.mp3	Its name is a reference to the Fairfield area of the original Lancaster.	senior	female_feminine	England English	6.12
17790s	common_voice_en_21954738.mp3	"He was a judge on the television show ""The Sing-Off""."	senior	female_feminine	England English	5.304
17790s	common_voice_en_21954807.mp3	"For smoothbores, the projectile was referred to as ""spherical shell""."	senior	female_feminine	England English	7.776
17790s	common_voice_en_21954811.mp3	Such solutions are called electrolytes.	senior	female_feminine	England English	4.848
17790s	common_voice_en_21954814.mp3	It's not a pop masterpiece but it's a decidedly good record.	senior	female_feminine	England English	5.928
17790s	common_voice_en_21954816.mp3	Cases are more common in late winter and early spring.	senior	female_feminine	England English	5.256
17790s	common_voice_en_21954818.mp3	An unrelated technique called left-foot braking should not be confused with heel-and-toe.	senior	female_feminine	England English	8.088
17790s	common_voice_en_21954873.mp3	Several cars that were preserved have since been scrapped.	senior	female_feminine	England English	6.192
17790s	common_voice_en_21954874.mp3	Although largely organized by Frank, the gang was enforced by ex-boxer Steve Wallace.	senior	female_feminine	England English	8.04
17790s	common_voice_en_21954875.mp3	She took them inside herself, down under the water.	senior	female_feminine	England English	5.64
17790s	common_voice_en_21954876.mp3	Thomson's personal copy, containing final corrections to the manuscript, is in the Philadelphia library.	senior	female_feminine	England English	8.808
17790s	common_voice_en_21954877.mp3	Pegasus Airlines operates a one-class interior configuration on all of their aircraft.	senior	female_feminine	England English	8.184
17790s	common_voice_en_21954924.mp3	Evans' sweat drenches him on stage.	senior	female_feminine	England English	5.304
17790s	common_voice_en_21954925.mp3	Horoscopes are provided by a premium rate telephone line.	senior	female_feminine	England English	5.496
17790s	common_voice_en_21954927.mp3	Musicians there were trying to revive authentic, classic New Orleans jazz.	senior	female_feminine	England English	8.28
17790s	common_voice_en_21954929.mp3	Associative and cultural life is rich.	senior	female_feminine	England English	4.512
17790s	common_voice_en_21954930.mp3	Wichita Collegiate is the only Malone Scholars School in Kansas.	senior	female_feminine	England English	6.912
17790s	common_voice_en_22067331.mp3	During the Gold Rush, Firebaugh's most famous local enterprise was a ferry boat.	senior	female_feminine	England English	6.24
17790s	common_voice_en_22067333.mp3	Their introduction also provided additional sport fishing opportunities for anglers.	senior	female_feminine	England English	6.672
17790s	common_voice_en_22067335.mp3	Numerous individual movements of masses survive as well.	senior	female_feminine	England English	5.424
17790s	common_voice_en_22067338.mp3	The Artists Rifles was a popular unit for volunteers.	senior	female_feminine	England English	5.976
17790s	common_voice_en_22067339.mp3	The law was passed by C. Calpurnius Piso and Manius Acilius Glabrio.	senior	female_feminine	England English	7.248
17790s	common_voice_en_22067524.mp3	There are several commercial deacidification techniques currently on the market.	senior	female_feminine	England English	7.152
17790s	common_voice_en_22067525.mp3	Vesio is the biggest one.	senior	female_feminine	England English	3.456
17790s	common_voice_en_22067527.mp3	The document was marked by the enormous powers granted to the president.	senior	female_feminine	England English	5.616
17790s	common_voice_en_22067531.mp3	Zelena is taken back to Storybrooke and locked in the hospital basement.	senior	female_feminine	England English	6.672
17790s	common_voice_en_22067533.mp3	Come and see me tomorrow, Hannay.	senior	female_feminine	England English	3.768
17790s	common_voice_en_22067600.mp3	Aberfoyle Park is part of the City of Onkaparinga.	senior	female_feminine	England English	6.384
17790s	common_voice_en_22067604.mp3	His ghost then attends a strange film festival.	senior	female_feminine	England English	5.568
17790s	common_voice_en_22067607.mp3	Further confusion existed over the validity of certain names.	senior	female_feminine	England English	5.736
17790s	common_voice_en_22067609.mp3	You seem the least bit depressed.	senior	female_feminine	England English	4.032
17790s	common_voice_en_22067610.mp3	Everybody isn't a Mary Hart.	senior	female_feminine	England English	4.272
17790s	common_voice_en_22067712.mp3	The chair was used from then on as the sound prop.	senior	female_feminine	England English	5.208
17790s	common_voice_en_22067714.mp3	He was successful in the former but failed in the latter.	senior	female_feminine	England English	5.544
17790s	common_voice_en_22067716.mp3	Originally, they referred to the leading letters of telephone exchange names.	senior	female_feminine	England English	6.36
17790s	common_voice_en_22067719.mp3	Since then the interest in Lin's translations has been revived.	senior	female_feminine	England English	6.504
17790s	common_voice_en_22067721.mp3	The most northwestern pass around the mountain is called Lolo Pass.	senior	female_feminine	England English	6.888
17790s	common_voice_en_22067769.mp3	So they were not useful and that is why we were unhappy with them.	senior	female_feminine	England English	5.736
17790s	common_voice_en_22067770.mp3	At that time, he was the world's oldest track and field Olympic Gold medalist.	senior	female_feminine	England English	7.056
17790s	common_voice_en_22067771.mp3	Glenn was a resident of Winston-Salem, North Carolina.	senior	female_feminine	England English	5.64
17790s	common_voice_en_22067772.mp3	The school offers a comprehensive music program to all its students.	senior	female_feminine	England English	6.0
17790s	common_voice_en_22067773.mp3	Mercedes-Benz Sprinter vans were used in the Boost by Mercedes-Benz custom transportation program.	senior	female_feminine	England English	8.352
17790s	common_voice_en_22067835.mp3	Goumba ran for a seat in the National Assembly but was defeated.	senior	female_feminine	England English	6.528
17790s	common_voice_en_22067838.mp3	Roundtree became a fatherly figure to Bing, who decided to join the team.	senior	female_feminine	England English	7.032
17790s	common_voice_en_22067841.mp3	After committing a few errors, he was booed by the Philadelphia fans.	senior	female_feminine	England English	6.312
17790s	common_voice_en_22067842.mp3	He worked as an errand boy and a cigar-roller.	senior	female_feminine	England English	4.488
17790s	common_voice_en_22067845.mp3	It is sometimes possible to see trains carrying molten iron from the blast furnaces.	senior	female_feminine	England English	6.84
17790s	common_voice_en_22067943.mp3	The keeper of the station was a Captain Drinkwater.	senior	female_feminine	England English	5.352
17790s	common_voice_en_22067944.mp3	After the Meiji Restoration, Prince Asahiko's political enemies did not relent.	senior	female_feminine	England English	8.568
17790s	common_voice_en_22067945.mp3	Belle Brezing was born Mary Belle Cox, the illegitimate daughter of Sarah Ann Cox.	senior	female_feminine	England English	8.568
17790s	common_voice_en_22067951.mp3	Its old building is currently used for Lincoln Park Zoo administration.	senior	female_feminine	England English	6.192
17790s	common_voice_en_22067955.mp3	Graham Wann later joined as guitarist.	senior	female_feminine	England English	5.28
17790s	common_voice_en_22067998.mp3	He contemplated the entirety of human knowledge as being one unit of empirical significance.	senior	female_feminine	England English	7.896
17790s	common_voice_en_22067999.mp3	From March to September she underwent an extensive overhaul in the Portsmouth Naval Shipyard.	senior	female_feminine	England English	7.896
17790s	common_voice_en_22068000.mp3	The Fort Chadbourne Cemetery contains numerous poignant old markers.	senior	female_feminine	England English	6.984
17790s	common_voice_en_22068001.mp3	He was the seventh member of the company to receive the Medal of Honor.	senior	female_feminine	England English	5.736
17790s	common_voice_en_22068009.mp3	A historic tour starts at the Anna Miller Museum.	senior	female_feminine	England English	6.12
17790s	common_voice_en_22068146.mp3	He was reputed to have taken a keen interest in his studies.	senior	female_feminine	England English	5.52
17790s	common_voice_en_22068147.mp3	In Battle There Is No Law!	senior	female_feminine	England English	5.016
17790s	common_voice_en_22068148.mp3	Filming took place in Ireland and Canada.	senior	female_feminine	England English	4.584
17790s	common_voice_en_22068151.mp3	Colored smoke can be used for smoke signals, often in a military context.	senior	female_feminine	England English	6.48
